
经典	6.764306
优异	6.612726
隆	6.392269
秀气	5.8198814
先后	5.81652
更上一层楼	5.6471143
精良	5.6183352
慧姐	5.583857
考究	5.5461483
全新正品	5.5064983
着想	5.443929
审美	5.436032
色泽	5.404627
满分满分	5.400547
内在	5.372763
苏	5.3571005
运动	5.335181
梦寐以求	5.2735395
票据	4.8993406
诚恳	4.8583107
绚丽	4.818305
张豪	4.7954464
正点	4.77006
强劲	4.7542853
一款机器	4.6845264
县级	4.647413
齐全	4.6107836
兴	4.6106825
取出	4.551925
贴心	4.5188384
好手	4.513762
月牙	4.4808173
温文尔雅	4.43099
整机	4.3465858
奈	4.146698
双层	4.1323233
企业	4.1242223
性感	4.0879087
洋气	4.060781
愿	4.0535994
老朋友	4.047612
无损	4.030269
必定	4.02999
熊	4.0073576
亮丽	3.9990613
员工	3.9919605
尽职	3.991651
心细	3.9914718
流线型	3.9909291
吻合	3.956129
三十二	3.9534364
很多很多	3.945783
客服幻影	3.942592
明快	3.935058
用料	3.9163787
么么哒	3.9052117
日常	3.8884063
砍价	3.875225
司	3.8593667
苏雪来	3.8534396
银灰色	3.8427842
西西	3.8280642
有着	3.8244267
麦麦	3.817399
出入	3.8116636
小纯	3.797175
通情达理	3.7969496
本子已经	3.7762275
款型	3.7658186
分量	3.7531087
动人	3.7460694
嘉	3.7404609
新颖	3.739085
飞升	3.7333026
办公	3.732706
交往	3.6984043
业务	3.6950564
正品行货	3.6929295
小雷	3.6868997
看重	3.6825893
经得住	3.6674883
不论是	3.6591725
外貌	3.6459465
扎实	3.627149
工作	3.590297
个值得	3.5701118
递	3.5646162
潮流	3.5622144
各方	3.5582087
法拉第	3.5342205
大力	3.4919467
佳	3.4869735
精干	3.4786043
天马	3.4766438
完备	3.4576168
下回	3.457353
高档	3.4512866
希腊	3.4361944
淅	3.4201102
新品	3.4186072
宿友	3.406653
蒸蒸日上	3.399119
善解人意	3.3824935
神话	3.37652
代名词	3.370283
红红火火	3.3677018
滚滚	3.3590639
完好无损	3.342833
配制	3.3348255
石灰	3.332665
小谢	3.3323433
莫德凯撒	3.3305807
巅峰	3.318084
盔甲	3.3163924
封闭	3.3103127
多么	3.3059082
逆转	3.2775345
结实	3.277451
祝愿	3.2712235
广大	3.2704186
磨难	3.248951
雷凌振	3.240183
个不错	3.2376359
范	3.2358336
潘森	3.2280629
慧琳	3.222211
摸索	3.2219293
商祺	3.2142198
皮卡丘	3.212061
花荣	3.2051797
标逸	3.2032123
小婷	3.1984248
琳	3.1904504
现货	3.1830068
多重	3.178636
孟德	3.174161
处理品	3.1713347
心怡	3.165978
慢慢	3.1615455
和锐雯	3.1593685
涵	3.148143
